,SessionID,UsrID,Cell,School,Channel,PackageConsulted,Focus,ConsultedPKG_Price,Discount_x,Date_Consulted,City,ProductSold,Sold,Discount_y,PriceSold,Consent
18069,440729F23246,8.72535E+11,Yes,UTDT,Friends Referral,Project Practise Only,FIN,120,0,2019-08-01,,,No,,,
18070,1F566781868D,22059778268,Yes,UTSCAR,Social Media,Project Practise Only,FIN,120,0,2019-02-21,Scarborough,,No,,,
18071,35399F02395C,7.2236E+11,No,UW,Social Media,Full Package,FIN,350,1,2019-01-31,Waterloo,Full Package,Yes,0.9,315,1
18072,567B63C24E16,4.14499E+11,No,UTDT,Marketing Sessions,Introductory Lectures Only,FIN,120,0,2019-01-26,Toronto,,No,,,
18073,C1F7EA8430BA,2.93496E+11,No,UW,Scan Code,Full Package,BOTH,350,0,2019-01-23,Waterloo,,No,,,
18074,594628BDDEE3,7.37017E+11,No,UTMISS,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-18,,,No,,,
18075,69BE41A402B2,3.53326E+11,No,UTDT,Web/Articles,Project Practise Only,FIN,120,0,2019-02-24,Toronto,,No,,,
18076,C491661F4171,1.99858E+11,No,UTMISS,Social Media,Project Practise Only,FIN,120,0,2019-02-21,,,No,,,
18077,F84BF6F7EA5A,1.02166E+11,Yes,UTMISS,Scan Code,Project Practise Only,DAT,120,0,2019-07-02,Mississauga,,No,,,
18078,6AB5AEAB683E,9.66947E+11,No,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-03-03,Toronto,,No,,,
18079,A665CF5C0724,8.97557E+11,No,MU,Web/Articles,Full Package,FIN,350,0,2019-01-29,Toronto,,No,,,
18080,DC5B93C54628,57210243585,No,UW,Social Media,Introductory Lectures Only,FIN,120,0,2019-08-02,Waterloo,,No,,,
18081,711C4DBA6C14,2.41309E+11,Yes,MU,Social Media,Full Package,FIN,350,0,2019-01-29,Toronto,,No,,,
18082,3CF83454D757,4.02945E+11,No,UW,Social Media,Project Practise Only,BOTH,120,0,2019-02-03,Waterloo,,No,,,
18083,F5CD295F8E94,9.61527E+11,Yes,UTDT,Social Media,Project Practise Only,BOTH,120,0,2019-02-23,Toronto,,No,,,
18084,D8B813E5B3F0,7.20992E+11,No,UTDT,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-01-19,Toronto,,No,,,
18085,1DE01A70533B,4.78388E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-02-23,Toronto,,No,,,
18086,8AEA082774C1,7.47975E+11,No,UTMISS,Scan Code,Project Practise Only,BOTH,120,0,2019-03-15,Toronto,,No,,,
18087,C5EC6722E7EE,58979162525,No,UTSCAR,Social Media,Full Package,BOTH,350,0,2019-03-22,Toronto,,No,,,
18088,AC01F54D26A0,4.76515E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-01-02,Toronto,,No,,,
18089,0F1189C88DB8,6.16584E+11,No,UTMISS,Scan Code,Project Practise Only,FIN,120,0,2019-02-21,Mississauga,,No,,,
18090,BB4F244F45CD,2.46726E+11,No,UTMISS,Friends Referral,Project Practise Only,DAT,120,0,2019-02-03,Mississauga,,No,,,
18091,34CA6251109C,3.67962E+11,No,UTMISS,Web/Articles,Introductory Lectures Only,DAT,120,0,2019-03-03,Mississauga,,No,,,
18092,DA0A7CDCBEF2,2.06949E+11,No,UW,Social Media,Introductory Lectures Only,FIN,120,0,2019-01-31,Toronto,,No,,,
18093,72E741B06808,1.77617E+11,No,UTMISS,Scan Code,Documents and Projects Only,FIN,300,0,2019-01-20,North York,,No,,,
18094,2357401ACFCF,8.03858E+11,Yes,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-01-03,Toronto,,No,,,
18095,FF9CBC2F2475,8.80884E+11,No,YU,Scan Code,Project Practise Only,FIN,120,0,2019-04-01,North York,Introductory Lectures Only,Yes,1,120,1
18096,C435173EEBED,6.1994E+11,Yes,YU,Scan Code,Project Practise Only,FIN,120,0,2019-01-05,North York,,No,,,
18097,64E3EC68E76B,6.74809E+11,No,UTMISS,Scan Code,Introductory Lectures Only,FIN,120,0,2019-01-04,,,No,,,
18098,E501FD2EA71D,1.59616E+11,Yes,UTDT,Social Media,Project Practise Only,BOTH,120,0,2019-02-09,Toronto,,No,,,
18099,43619F6D06D9,7.01112E+11,No,UTDT,Marketing Sessions,Introductory Lectures Only,BOTH,120,0,2019-06-03,Toronto,,No,,,
18100,9021FB623742,6.30264E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-17,Toronto,,No,,,
18101,6219764BF52E,3.48025E+11,No,UTMISS,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-01-04,,,No,,,
18102,61C4C0BA8EF5,5.62472E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-02-12,Toronto,,No,,,
18103,A283CEB6177F,2.39651E+11,Yes,UW,Social Media,Documents and Projects Only,BOTH,300,0,2019-02-02,Waterloo,Documents and Projects Only,Yes,1,300,1
18104,B4F87FC146E5,4.04296E+11,No,UW,Warm Market(Speical),Project Practise Only,DAT,120,0,2019-03-11,Toronto,,No,,,
18105,86F120B38251,4.93562E+11,Yes,UW,Scan Code,Full Package,DAT,350,0,2019-02-11,Waterloo,,No,,,
18106,B882D9781197,6.16573E+11,Yes,UTSCAR,Warm Market(Speical),Introductory Lectures Only,BOTH,120,0,2019-01-01,Scarborough,Project Practise Only,Yes,1,120,1
18107,50BDD76F8468,56267039080,No,UTMISS,Scan Code,Full Package,DAT,350,0,2019-02-22,,,No,,,
18108,FFE32EC4CB6D,3.40793E+11,No,UW,Social Media,Project Practise Only,BOTH,120,0,2019-02-03,Waterloo,,No,,,
18109,84531315BC74,1.37715E+11,No,UTDT,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-03-01,Toronto,,No,,,
18110,3683591ABF5E,7.74212E+11,No,UW,Social Media,Project Practise Only,BOTH,120,0,2019-01-12,Waterloo,,No,,,
18111,0D37514521D4,8.71418E+11,Yes,UTMISS,Scan Code,Introductory Lectures Only,FIN,120,0,2019-01-07,Toronto,,No,,,
18112,45FAAC800C4A,8.65125E+11,No,MU,Social Media,Documents and Projects Only,FIN,300,1,2019-02-12,Hamilton,,No,,,
18113,33BBD5CE4E49,3.62471E+11,No,YU,Marketing Sessions,Introductory Lectures Only,FIN,120,0,2019-02-11,North York,,No,,,
18114,FA5796BF0BB6,8.27203E+11,No,UTSCAR,Marketing Sessions,Introductory Lectures Only,DAT,120,0,2019-02-03,Scarborough,,No,,,
18115,5573B8929C03,7.2165E+11,Yes,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-02-24,Toronto,,No,,,
18116,F78032D8A87D,9.54585E+11,No,UTMISS,Scan Code,Project Practise Only,BOTH,120,0,2019-02-09,,,No,,,
18117,3ECF73F02385,5.90149E+11,No,UW,Social Media,Introductory Lectures Only,FIN,120,0,2019-02-10,Toronto,,No,,,
18118,497C3DB8D64B,6.53281E+11,No,UTMISS,Friends Referral,Full Package,DAT,350,1,2019-01-29,Mississauga,,No,,,
18119,6F0820F2A584,9.67803E+11,Yes,UTSCAR,Social Media,Project Practise Only,FIN,120,0,2019-02-02,Toronto,,No,,,
18120,4444CA8D1709,6.32807E+11,No,UW,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-17,Toronto,,No,,,
18121,CBA1C17E6633,3.03416E+11,Yes,MU,Scan Code,Project Practise Only,FIN,120,0,2019-01-23,Toronto,Project Practise Only,Yes,1,120,1
18122,122B9A5EDA06,2.95104E+11,No,UTDT,Scan Code,Project Practise Only,DAT,120,0,2019-02-17,Toronto,,No,,,
18123,727FF1ECB853,5.84196E+11,Yes,UW,Warm Market(Speical),Full Package,BOTH,350,0,2019-01-20,Waterloo,,No,,,
18124,FCADFC26935B,8.86731E+11,Yes,UTMISS,Scan Code,Documents and Projects Only,FIN,300,1,2019-01-16,Mississauga,,No,,,
18125,5CB99855C64A,7.23572E+11,No,MU,Scan Code,Project Practise Only,FIN,120,0,2019-01-17,Hamilton,,No,,,
18126,BB9772F8294B,7.2929E+11,Yes,YU,Social Media,Documents and Projects Only,FIN,300,0,2019-02-04,North York,,No,,,
18127,9EBA1AE7F4AD,64183891519,Yes,UTMISS,Social Media,Introductory Lectures Only,FIN,120,0,2019-02-22,,,No,,,
18128,9C11A7549449,3.47793E+11,No,UW,Friends Referral,Full Package,BOTH,350,0,2019-08-01,Waterloo,,No,,,
18129,F7CBA564C701,5.03199E+11,No,UTMISS,Warm Market(Speical),Project Practise Only,FIN,120,0,2019-04-01,,,No,,,
18130,4118DBAA487B,1.80013E+11,Yes,UW,Social Media,Documents and Projects Only,FIN,300,0,2019-03-16,Toronto,,No,,,
18131,8FB76ACBE84F,7.93119E+11,No,YU,Scan Code,Documents and Projects Only,FIN,300,0,2019-03-12,North York,Documents and Projects Only,Yes,1,300,1
18132,90F9CC3B8435,6.70966E+11,No,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-03-24,Toronto,,No,,,
18133,2496EA6AA89D,4.62509E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-16,Scarborough,,No,,,
18134,A6E5A27A5E5F,9.78282E+11,Yes,UTDT,Scan Code,Project Practise Only,BOTH,120,0,2019-01-31,Toronto,,No,,,
18135,A2C8370B58A3,240352969,No,UTDT,Web/Articles,Project Practise Only,FIN,120,0,2019-05-01,Toronto,,No,,,
18136,B396B7DEEF53,4.22719E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-04-01,Toronto,,No,,,
18137,0CABE48B4092,8.88759E+11,No,UTDT,Scan Code,Documents and Projects Only,FIN,300,0,2019-01-17,Toronto,,No,,,
18138,71F672C7E985,5.16786E+11,No,UTSCAR,Social Media,Project Practise Only,BOTH,120,0,2019-02-22,Scarborough,,No,,,
18139,77EB0357AB4D,7.337E+11,No,UTDT,Social Media,Project Practise Only,BOTH,120,1,2019-02-23,Toronto,Project Practise Only,Yes,0.9,108,1
18140,99091A33D4A0,4.88697E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-03-18,Toronto,,No,,,
18141,26B7DFB4FE9A,78791362554,No,UTSCAR,Scan Code,Documents and Projects Only,BOTH,300,0,2019-02-15,Toronto,Project Practise Only,Yes,1,120,1
18142,E44AF1BBFD22,4.381E+11,Yes,UTSCAR,Social Media,Introductory Lectures Only,DAT,120,0,2019-03-26,Scarborough,,No,,,
18143,4D1CD2B39806,2.70281E+11,No,MU,Social Media,Introductory Lectures Only,BOTH,120,0,2019-01-13,Hamilton,,No,,,
18144,81FF3484005C,7.28929E+11,No,UTMISS,Scan Code,Full Package,FIN,350,0,2019-03-09,Mississauga,Introductory Lectures Only,Yes,1,120,1
18145,4A09779687A5,3.62585E+11,Yes,UTDT,Scan Code,Documents and Projects Only,FIN,300,0,2019-05-02,Toronto,Documents and Projects Only,Yes,1,300,1
18146,72EB808D0B39,8.64456E+11,Yes,UW,Scan Code,Documents and Projects Only,BOTH,300,0,2019-05-01,Waterloo,,No,,,
18147,A7C8507E8660,5.65883E+11,No,UTDT,Social Media,Project Practise Only,DAT,120,0,2019-01-01,Toronto,,No,,,
18148,EE929100A786,1.35859E+11,No,MU,Social Media,Full Package,BOTH,350,0,2019-01-04,Hamilton,,No,,,
18149,AE22E5BB638A,8.91143E+11,Yes,YU,Social Media,Documents and Projects Only,DAT,300,0,2019-03-21,North York,,No,,,
18150,CC3553869B8C,38499596410,No,UTSCAR,Social Media,Project Practise Only,BOTH,120,0,2019-03-03,Toronto,,No,,,
18151,1013B0578105,4.09865E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-08-02,Toronto,,No,,,
18152,8E7B5E605538,76890573503,No,UW,Marketing Sessions,Full Package,BOTH,350,1,2019-03-18,Waterloo,,No,,,
18153,49A39ECF6CC2,5.51086E+11,No,UW,Social Media,Project Practise Only,BOTH,120,0,2019-02-01,Waterloo,,No,,,
18154,BD75B7A19FF4,8.08425E+11,Yes,UTSCAR,Social Media,Documents and Projects Only,DAT,300,0,2019-03-03,Toronto,,No,,,
18155,A9D44B8C7E3F,4.65967E+11,Yes,YU,Scan Code,Project Practise Only,DAT,120,1,2019-07-03,North York,Project Practise Only,Yes,0.9,108,1
18156,2186A5260AAB,3.18136E+11,No,UTDT,Marketing Sessions,Project Practise Only,FIN,120,1,2019-02-27,Toronto,,No,,,
18157,496CC391EFA0,9.8863E+11,No,UTDT,Social Media,Documents and Projects Only,DAT,300,0,2019-03-24,Toronto,,No,,,
18158,4984EA4B8370,9.99255E+11,Yes,UW,Social Media,Project Practise Only,FIN,120,0,2019-02-11,Toronto,,No,,,
18159,8BE05E6CBC65,8.17107E+11,No,UTMISS,Scan Code,Documents and Projects Only,DAT,300,0,2019-01-24,North York,,No,,,
18160,01154F1C26B2,87106820170,No,YU,Marketing Sessions,Project Practise Only,DAT,120,0,2019-03-03,North York,,No,,,
18161,9EACF22B609A,2.96624E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-03-14,Toronto,,No,,,
18162,074F0DAC42C0,9.09278E+11,Yes,UTMISS,Scan Code,Introductory Lectures Only,DAT,120,0,2019-03-13,Mississauga,Introductory Lectures Only,Yes,1,120,1
18163,40501409D773,2.7174E+11,No,UW,Social Media,Project Practise Only,DAT,120,0,2019-02-02,Toronto,Project Practise Only,Yes,1,120,1
18164,6D9297C6626B,86068559246,No,UTDT,Social Media,Introductory Lectures Only,DAT,120,0,2019-02-27,Toronto,,No,,,
18165,5B8EF03789F6,15776711020,No,UTDT,Social Media,Introductory Lectures Only,DAT,120,0,2019-01-18,,Introductory Lectures Only,Yes,1,120,1
18166,80FEFC4E5786,1.82939E+11,No,UTMISS,Web/Articles,Documents and Projects Only,BOTH,300,0,2019-02-28,Mississauga,,No,,,
18167,A40D35D5173B,2.99583E+11,Yes,MU,Social Media,Project Practise Only,DAT,120,0,2019-01-26,Montreal,,No,,,
18168,455855C55E76,15545136368,No,YU,Social Media,Project Practise Only,FIN,120,1,2019-03-03,North York,Introductory Lectures Only,Yes,0.9,108,1
18169,A5E63C1256D7,5.38213E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,FIN,120,0,2019-02-15,Toronto,,No,,,
18170,19E6A5E8A4A4,7.05364E+11,No,UTSCAR,Social Media,Project Practise Only,DAT,120,0,2019-03-31,Toronto,,No,,,
18171,2179A1B0B2F3,6.43404E+11,No,UTDT,Scan Code,Full Package,FIN,350,0,2019-01-20,Toronto,,No,,,
18172,373A88AF1EAF,8.74592E+11,No,UW,Warm Market(Speical),Project Practise Only,DAT,120,1,2019-06-01,Waterloo,,No,,,
18173,39470FAB28BE,1.99627E+11,Yes,MU,Marketing Sessions,Project Practise Only,FIN,120,0,2019-03-27,,,No,,,
18174,8B5CB0505F58,5.00463E+11,Yes,UTDT,Friends Referral,Project Practise Only,FIN,120,0,2019-02-01,Toronto,,No,,,
18175,DA75C9B99487,5.73749E+11,No,UW,Scan Code,Project Practise Only,DAT,120,1,2019-06-01,Waterloo,,No,,,
18176,90B87A45DFAA,6.12643E+11,Yes,UTDT,Scan Code,Introductory Lectures Only,FIN,120,0,2019-05-03,Toronto,,No,,,
18177,B139E51C0DBC,7.01017E+11,No,UTSCAR,Social Media,Documents and Projects Only,DAT,300,0,2019-01-17,Toronto,,No,,,
18178,4051B64086FF,6.35325E+11,Yes,UW,Web/Articles,Introductory Lectures Only,FIN,120,0,2019-01-01,Waterloo,Introductory Lectures Only,Yes,1,120,1
18179,391C2C61EAB7,4.47703E+11,No,UW,Social Media,Project Practise Only,DAT,120,0,2019-01-11,Toronto,,No,,,
18180,3C4A8096D695,2.2265E+11,Yes,UTDT,Web/Articles,Introductory Lectures Only,BOTH,120,0,2019-03-13,Toronto,,No,,,
18181,E8558AFDB035,5.52436E+11,No,UW,Social Media,Introductory Lectures Only,DAT,120,0,2019-02-16,Waterloo,,No,,,
18182,A2C4646697D5,9.05783E+11,Yes,UW,Scan Code,Project Practise Only,FIN,120,0,2019-04-01,Waterloo,,No,,,
18183,88F314D904AC,2.04325E+11,Yes,UTMISS,Web/Articles,Introductory Lectures Only,BOTH,120,0,2019-05-02,,,No,,,
18184,3628E3E25204,9.11233E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-02-01,,,No,,,
18185,71E525CE39AB,6.52815E+11,Yes,UTDT,Web/Articles,Introductory Lectures Only,BOTH,120,0,2019-03-22,Toronto,,No,,,
18186,58975F122EE9,2.03582E+11,No,UTDT,Scan Code,Introductory Lectures Only,BOTH,120,0,2019-02-16,Toronto,,No,,,
18187,4B5578D02221,2.07731E+11,Yes,UW,Scan Code,Project Practise Only,FIN,120,1,2019-01-08,Waterloo,Project Practise Only,Yes,0.9,108,1
18188,73818A6401AB,8.13622E+11,No,UTSCAR,Social Media,Introductory Lectures Only,DAT,120,0,2019-03-28,Toronto,,No,,,
18189,FC15FD60B547,6.8956E+11,No,UTMISS,Scan Code,Project Practise Only,FIN,120,1,2019-01-05,Toronto,,No,,,
18190,B66A831AA49C,6.49707E+11,No,MU,Social Media,Project Practise Only,BOTH,120,0,2019-02-11,Hamilton,,No,,,
18191,3FDADFF8996C,8.27675E+11,Yes,UTSCAR,Web/Articles,Full Package,BOTH,350,0,2019-02-26,Scarborough,,No,,,
18192,13BF5CAF936D,6.78983E+11,No,YU,Social Media,Project Practise Only,BOTH,120,1,2019-02-25,North York,,No,,,
18193,4FD37A3F9AF1,8.01472E+11,No,UTMISS,Social Media,Project Practise Only,BOTH,120,0,2019-02-22,North York,,No,,,
18194,A41F06BD847C,1.77784E+11,No,YU,Social Media,Introductory Lectures Only,FIN,120,0,2019-03-02,North York,,No,,,
18195,B05B23E4920F,9.21447E+11,Yes,UTDT,Marketing Sessions,Documents and Projects Only,BOTH,300,0,2019-05-01,Toronto,,No,,,
18196,8003FB7066C1,4.87768E+11,Yes,UW,Warm Market(Speical),Introductory Lectures Only,DAT,120,0,2019-02-18,Waterloo,,No,,,
18197,2C5FA572077C,8.66876E+11,No,UTMISS,Warm Market(Speical),Introductory Lectures Only,DAT,120,0,2019-01-13,Toronto,Introductory Lectures Only,Yes,1,120,1
18198,30FA8C052CD3,60335633964,Yes,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-01-26,Toronto,,No,,,
18199,2A5A71CCEB02,5.28956E+11,Yes,UTDT,Web/Articles,Full Package,DAT,350,0,2019-03-29,Toronto,,No,,,
18200,06F6D8B873F4,7.07335E+11,Yes,UTDT,Marketing Sessions,Full Package,BOTH,350,1,2019-03-12,Toronto,,No,,,
18201,C01BDBA3C932,63568613099,Yes,MU,Social Media,Full Package,FIN,350,0,2019-05-02,Hamilton,,No,,,
18202,2AE4C7637367,9.62999E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-01-23,Toronto,,No,,,
18203,0E73D6A61B69,1.5105E+11,Yes,MU,Scan Code,Project Practise Only,FIN,120,0,2019-01-24,Hamilton,,No,,,
18204,8A56334885C0,2.7534E+11,No,UTSCAR,Friends Referral,Project Practise Only,BOTH,120,0,2019-03-19,Toronto,,No,,,
18205,4768D62BA82C,88433190583,No,UTSCAR,Scan Code,Documents and Projects Only,BOTH,300,0,2019-01-31,Scarborough,,No,,,
18206,5DA24D0D4F39,4.37192E+11,No,UTSCAR,Marketing Sessions,Introductory Lectures Only,DAT,120,0,2019-02-26,Scarborough,,No,,,
18207,0D2724E55170,4.36181E+11,No,UTDT,Scan Code,Introductory Lectures Only,FIN,120,0,2019-01-02,Toronto,,No,,,
18208,5CFCA25ED358,1.12382E+11,No,UW,Social Media,Project Practise Only,FIN,120,0,2019-01-25,Waterloo,,No,,,
18209,17E0A336FC0A,2.81129E+11,No,YU,Social Media,Project Practise Only,FIN,120,0,2019-03-20,North York,,No,,,
18210,693D8159107D,3.99236E+11,No,UW,Marketing Sessions,Project Practise Only,FIN,120,0,2019-01-21,Toronto,Project Practise Only,Yes,1,120,1
18211,196188BEF02E,6.46971E+11,No,UW,Social Media,Introductory Lectures Only,BOTH,120,0,2019-03-27,Waterloo,,No,,,
18212,E67B231360E8,7.48161E+11,Yes,MU,Scan Code,Documents and Projects Only,FIN,300,1,2019-08-02,Toronto,,No,,,
18213,25CAC6A4F453,6.37853E+11,No,UTSCAR,Scan Code,Project Practise Only,FIN,120,0,2019-03-01,Toronto,,No,,,
18214,E29D15534D78,7907654973,No,UTMISS,Social Media,Project Practise Only,BOTH,120,0,2019-01-11,Mississauga,,No,,,
18215,0339C2153EE3,1.38177E+11,No,UW,Social Media,Introductory Lectures Only,FIN,120,0,2019-03-29,Waterloo,,No,,,
18216,7BE1B0C96A7E,9.39164E+11,No,UTMISS,Scan Code,Full Package,FIN,350,0,2019-01-13,,,No,,,
18217,6DF39861FA88,5.83114E+11,Yes,UTDT,Scan Code,Introductory Lectures Only,DAT,120,0,2019-03-28,Toronto,,No,,,
18218,8A4E70DB2EF1,4.43439E+11,No,MU,Scan Code,Introductory Lectures Only,FIN,120,0,2019-01-19,Toronto,,No,,,
18219,14D7B365CCD4,6.47935E+11,Yes,UW,Social Media,Full Package,DAT,350,0,2019-02-01,Waterloo,Full Package,Yes,1,350,1
18220,62ED453167C8,5.99828E+11,No,UW,Friends Referral,Introductory Lectures Only,FIN,120,1,2019-01-06,Toronto,Project Practise Only,Yes,0.9,108,1
18221,5DFC24CCB3A6,8.39327E+11,No,UTMISS,Social Media,Full Package,DAT,350,0,2019-02-19,,,No,,,
18222,D32E6E09EE2B,5.61196E+11,Yes,UTDT,Scan Code,Project Practise Only,DAT,120,0,2019-03-02,Toronto,,No,,,
18223,E4EC1D903AA6,9.84446E+11,Yes,UTMISS,Social Media,Full Package,FIN,350,0,2019-03-15,North York,,No,,,
18224,ABF802D11D9B,3.07171E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,DAT,120,0,2019-01-22,Toronto,,No,,,
18225,E03E07391A9F,1.66522E+11,Yes,UW,Web/Articles,Introductory Lectures Only,BOTH,120,1,2019-01-12,Waterloo,,No,,,
18226,AFEA3BD6FEA0,30042775286,No,UTSCAR,Social Media,Project Practise Only,FIN,120,0,2019-01-26,Toronto,,No,,,
18227,BD256481E1F2,7.12211E+11,No,UW,Social Media,Introductory Lectures Only,DAT,120,0,2019-01-26,Toronto,,No,,,
18228,F7CAAA3CBCD0,8.86068E+11,Yes,UTSCAR,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-17,Toronto,,No,,,
18229,DF1321275624,9.13528E+11,No,UTDT,Scan Code,Full Package,DAT,350,0,2019-01-03,,,No,,,
18230,BD99D7928BA1,6.3993E+11,No,UW,Scan Code,Project Practise Only,FIN,120,0,2019-01-22,Waterloo,,No,,,
18231,DA859D275FEB,4.8075E+11,No,UTMISS,Social Media,Project Practise Only,BOTH,120,0,2019-03-20,,,No,,,
18232,6BCC670A1A87,5.98311E+11,No,UW,Social Media,Introductory Lectures Only,FIN,120,0,2019-02-13,Toronto,,No,,,
18233,573FE13B55AD,3.02794E+11,Yes,UTDT,Social Media,Documents and Projects Only,BOTH,300,0,2019-02-25,Toronto,,No,,,
18234,A8528BF57F2C,1.56402E+11,No,UW,Marketing Sessions,Introductory Lectures Only,DAT,120,0,2019-03-03,Waterloo,Introductory Lectures Only,Yes,1,120,1
18235,47F160C649F2,95804096602,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-01-10,Toronto,,No,,,
18236,C4A1079AD530,2.07357E+11,No,UTMISS,Social Media,Project Practise Only,DAT,120,0,2019-08-01,Mississauga,,No,,,
18237,6E01C9BB7D32,3.92895E+11,Yes,MU,Social Media,Full Package,FIN,350,0,2019-05-03,,,No,,,
18238,8398F89DBDE3,3.97805E+11,No,UW,Web/Articles,Documents and Projects Only,BOTH,300,0,2019-01-24,Toronto,,No,,,
18239,A4A7F25772D3,33507240451,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-04-03,,,No,,,
18240,1A5A67C65E03,3.64355E+11,No,UTDT,Social Media,Project Practise Only,DAT,120,0,2019-03-01,,Project Practise Only,Yes,1,120,1
18241,6BD9D1787005,7.13994E+11,Yes,UTSCAR,Social Media,Introductory Lectures Only,FIN,120,0,2019-07-03,Scarborough,,No,,,
18242,E4F921E78ED8,70791369991,No,MU,Marketing Sessions,Full Package,DAT,350,0,2019-02-09,Toronto,,No,,,
18243,F8B93A6E489D,5.50213E+11,No,UTDT,Scan Code,Project Practise Only,DAT,120,0,2019-02-21,Toronto,,No,,,
18244,3B95A2D1B01D,8.28588E+11,Yes,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-02-02,Toronto,,No,,,
18245,C96A13FD2F7C,8.12547E+11,Yes,UTDT,Social Media,Introductory Lectures Only,FIN,120,1,2019-02-09,Toronto,,No,,,
18246,05EE4E1DD687,8.43549E+11,No,UTDT,Scan Code,Documents and Projects Only,FIN,300,0,2019-07-01,,,No,,,
18247,15A7D5D6514B,9.10775E+11,No,UTDT,Scan Code,Project Practise Only,BOTH,120,0,2019-02-26,Toronto,,No,,,
18248,4C85CC2F478C,5.84056E+11,No,UTDT,Warm Market(Speical),Project Practise Only,DAT,120,0,2019-02-27,Toronto,,No,,,
18249,4111FDA0FB84,4.30541E+11,No,UTDT,Social Media,Introductory Lectures Only,FIN,120,0,2019-03-24,,,No,,,
18250,0A007CECEEA7,5.88368E+11,No,UW,Social Media,Introductory Lectures Only,BOTH,120,0,2019-02-01,Waterloo,,No,,,
18251,B071D618142B,1.59827E+11,No,YU,Scan Code,Full Package,FIN,350,0,2019-03-03,North York,Full Package,Yes,1,350,1
18252,DF3ACEE7A7BD,25835835551,Yes,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-02-26,Toronto,,No,,,
18253,429EE4B0C747,4.89401E+11,No,UTDT,Scan Code,Introductory Lectures Only,BOTH,120,1,2019-01-30,,,No,,,
18254,DD92107D3694,3.29327E+11,No,UTDT,Scan Code,Project Practise Only,FIN,120,0,2019-02-15,Toronto,Project Practise Only,Yes,1,120,1
18255,86A90F2E916F,5.1244E+11,No,UTSCAR,Web/Articles,Documents and Projects Only,FIN,300,0,2019-03-30,Scarborough,,No,,,
18256,5CA883C74BB5,5.3358E+11,Yes,UW,Web/Articles,Documents and Projects Only,DAT,300,0,2019-03-12,Waterloo,,No,,,
18257,B9AAFDBD0687,7.522E+11,No,UTSCAR,Scan Code,Introductory Lectures Only,DAT,120,0,2019-03-12,Scarborough,,No,,,
18258,E0B88F959A6A,4.34619E+11,No,UTMISS,Warm Market(Speical),Documents and Projects Only,DAT,300,0,2019-06-03,,Documents and Projects Only,Yes,1,300,1
18259,4C996D9CCEEE,7.29911E+11,No,UW,Social Media,Project Practise Only,DAT,120,0,2019-01-29,Toronto,,No,,,
18260,8.48029E+11,2.85669E+11,Yes,MU,Social Media,Introductory Lectures Only,BOTH,120,0,2019-06-03,Hamilton,,No,,,
18261,220F2FC0A7D1,7.97738E+11,No,UTDT,Social Media,Project Practise Only,FIN,120,0,2019-01-15,Toronto,,No,,,
18262,610EB5080EDC,4.7173E+11,No,UTMISS,Scan Code,Introductory Lectures Only,FIN,120,0,2019-01-03,North York,,No,,,
18263,9FF2E8E04112,5.64987E+11,No,MU,Scan Code,Documents and Projects Only,FIN,300,0,2019-02-23,Hamilton,,No,,,
18264,0562D4B7CC03,4.83964E+11,No,UW,Scan Code,Documents and Projects Only,BOTH,300,1,2019-03-26,Waterloo,Introductory Lectures Only,Yes,0.9,108,1
18265,9597272509CF,5.08811E+11,No,YU,Social Media,Project Practise Only,DAT,120,0,2019-02-19,North York,Project Practise Only,Yes,1,120,1
18266,5EDCC7A74B00,4.85059E+11,No,UTSCAR,Scan Code,Project Practise Only,FIN,120,0,2019-03-31,Scarborough,,No,,,
